;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;ZnRDX_15mJ_211us_5ms_25Jul19_2.sgd;
Wavelength [nm];Intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;
462,948;-35,864;660,72;667,4;600,84;609,4;595,85;585,74;623,64;639,69;634,44;612,98;
463,277;-22,983;643,38;659,5;591,14;642,4;628,27;562,01;578,27;628,28;594,53;625,38;
463,606;-5,0171;632;666,38;598,55;626,91;670,11;566,5;636,95;590,7;599,17;614;
463,935;15,56;627,13;730,42;660,01;639,62;640,64;618,35;643,99;625,4;664,87;619,56;
464,264;24,076;638,21;670,19;653,34;688,34;573,9;663,53;588,41;612,68;665,41;638,02;
464,593;39,402;674,24;681,6;646,89;620,48;577,89;597,69;598,18;616,41;635,2;645;
464,922;47,256;657,2;658,49;598,35;599,49;572,08;690,08;596,48;608,83;555,92;612,98;
465,251;-33,02;623,01;687,11;634,1;614,16;668,77;692,15;619,17;570,79;621,47;603,03;
465,580;44,722;549,81;678,43;660,44;552,44;623,36;633,26;626,21;608,43;612,56;646,56;
465,909;42,664;634,59;682,81;622,03;541,03;608,13;673,58;618,95;605,51;624,91;664,19;
466,238;77,436;578,1;686,65;566,16;620,94;607,55;636,04;595,4;575,56;563,35;651,36;
466,567;-47,516;664,6;660,55;675,03;591,77;631,73;629,66;645,49;531,05;666,29;647,46;
466,896;-23,711;583,37;868,75;633,65;639,42;553,3;624,87;587,33;600,94;615,37;674,73;
467,225;-6,6912;636,09;1938,2;719,16;654,48;796,33;721,79;633,28;654,86;683,46;1159,9;
467,554;61,735;723,92;5292,9;1388,8;1098,9;1735,8;1544,5;866,52;835,5;1006,2;3961,4;
467,883;6,6207;662,28;7947,4;2172;1659,2;3450,2;3114,3;1333,8;1464,7;2031,6;7342,8;
468,212;62,931;985,06;10885;3530,7;3092,3;5790,5;5458,1;2162,1;2498,2;3725,6;10502;
468,541;17,171;1025;11990;4639,6;3921,8;6799,2;6176,6;2867,9;3293,7;4799,5;11816;
468,870;29,282;885,59;11275;3977,3;3399,4;5944,6;5550,8;2651,7;2859,6;4205,6;11026;
469,199;-29,951;694,46;6862,2;1914,6;1704,3;3087,6;2474,2;1202;1330,7;2046;6445,9;
469,529;20,554;653,91;2622,3;866,79;884,81;1093;946,53;773,66;693,26;898,39;2297,1;
469,858;0,03816;648,39;1517,2;656,28;667,71;680,26;640,71;695,38;628,78;660,76;1105,1;
470,187;41,546;665,71;1057,2;619,76;686,64;622,85;628,81;671,29;584,98;606,58;778,61;
470,516;13,225;633,86;1255,6;664,22;698,09;676,02;604,85;635,31;598,25;644,13;873,84;
470,845;44,551;600,69;1730,3;680,54;743,3;711,15;677,31;615,34;644,92;622,36;1098,6;
471,174;22,11;747,74;5878,6;1534,1;1359,3;2112,1;1698,5;956,96;950,48;1297;4331,9;
471,503;71,101;3499,6;19369;10521;9509,6;13215;13113;7545,7;9250,9;10303;18453;
471,832;39,977;8388,4;30797;19857;19044;25044;25207;16979;19938;21599;31731;
472,161;50,58;12479;37095;25556;25670;32465;33240;23917;27584;29548;40043;
472,490;26,036;15363;42246;30037;30508;38058;38792;28938;33084;35434;46110;
472,819;27,568;14708;41767;29748;30019;37506;38430;28633;33026;35058;45795;
473,148;4,7173;12570;38959;26943;27329;34662;35193;26332;29927;32529;42917;
473,477;14,614;6900,2;29480;18411;18918;25618;25471;18585;20169;23625;33456;
473,806;10,737;1988;16721;8268,6;8655,8;13215;12736;8498,1;8258,6;11441;19802;
474,135;26,129;770,13;8614,2;2980,5;3163,2;5195,4;4645,8;2848,3;2284,3;4032;9927,1;
474,464;27,215;659,18;4683,6;1295,3;1335,5;2009;1619,7;1094;965,01;1430,3;4758;
474,793;2,2227;619,69;2694,1;861,32;816,32;1070,9;916,42;734,72;745,04;819,75;2369;
475,122;29,833;624,51;1964,4;785,07;772,37;834,53;771,32;687,79;667,6;701,51;1501,4;
475,451;64,397;637,71;1630,4;738,83;792,28;783,19;734,22;667,85;635,76;674,18;1169,7;
475,780;44,489;653,25;1390,5;741,98;724,15;706,6;692,16;653,35;591,11;673,44;985,74;
476,109;-9,2585;691,4;1483,7;737,13;686,98;672,95;692,91;630;548;682,23;932,96;
476,438;-37,243;716,05;1649;754,5;684,74;692,87;693,46;640,85;564,69;666;934,88;
476,767;-26,64;713,75;1752;746,12;717,92;795,69;651,15;666,84;617,97;677,02;983,42;
477,096;46,417;692,89;1628,5;694,87;692,43;701,49;672,28;659,9;624,1;674,63;915,54;
477,425;-0,54125;610,28;1926,7;729,01;676,73;674,1;659,47;635,46;569,82;628,92;1017,3;
477,754;20,269;632,77;2311;782,93;679,21;742,96;731,98;710,03;585,43;668,72;1200,1;
478,083;22,76;616,47;2447,4;804,99;707,84;804,71;743,32;735,31;657,71;676,11;1187,1;
478,412;43,918;599,87;2588,8;830,77;789,89;781,86;777,11;615,49;613,28;676,34;1330,6;
478,742;21,218;663,88;3284,5;920,12;868,65;959,18;849,07;655,57;676,25;707,06;1789,7;
479,071;22,852;646,55;4240,5;1180,4;986,55;1143,1;933,43;772,07;678,91;821,51;2542;
479,400;-25,374;712,79;5970,3;1696,5;1441,2;1826,6;1316,1;1040,2;852,04;1138,4;4085,7;
479,729;17,792;1122,7;10392;3657,7;3331,4;4583,5;3583,4;2351,8;1885,6;2949,2;8661,4;
480,058;33,276;4793,7;23869;12916;12529;16289;15080;10538;10153;12869;22454;
480,387;10;22514;49911;37289;36381;42148;42937;32903;36199;38033;49470;
480,716;9,4711;34506;61028;50612;50018;56909;57720;47299;52569;53693;62787;
481,045;-18,795;40562;64957;57186;57460;63823;64437;55543;60912;62012;64953;
481,374;-31,58;44314;64982;60685;61371;64943;64945;59926;64256;64867;64947;
481,703;43,395;43915;64986;60676;61645;64947;64967;60283;64195;64941;64968;
482,032;-70,319;44293;64982;61271;62066;64976;64961;60862;64527;64958;64948;
482,361;31,388;30472;57816;47733;48871;56099;56345;48448;51361;54698;62974;
482,690;-38,213;15443;41730;31286;32807;39707;39372;32934;33203;37949;49016;
483,019;8,7631;7308,8;30156;20468;21644;26783;25816;21413;19866;24550;35348;
483,348;-25,73;3832,8;23479;14156;14866;18748;17454;13967;11904;16127;26863;
483,677;55,825;2120;18577;9921,5;10028;13109;11561;8871,4;6795,3;10428;20276;
484,006;51,64;2106,7;17271;8977,7;8639;10988;9232;7049,7;5108,1;8158,6;17313;
484,335;75,625;1825,8;15761;7835;7330,8;9054,5;7312,3;5354,4;3681;6510,2;14678;
484,664;21,799;1618,6;14221;6777,4;6234;7551,7;5872,2;4246,7;2723,2;5162,1;12463;
484,993;73,458;1681,4;13759;6554,9;5953,3;7067,9;5178;3869,7;2518,9;4675,9;11699;
485,322;25,329;1847;14034;6699,3;5864,3;6984,3;5145,3;3720,7;2386;4533,7;11564;
485,651;40,48;1851,2;14263;6756,2;5872,7;6807,5;4936,1;3554,4;2201,8;4401,5;11434;
485,980;62,129;2049,7;14869;7328;6250,2;7006,7;5135,8;3838,3;2367,1;4631,1;11777;
486,309;52,447;2218,5;15453;7653,6;6496;7249,4;5228,7;4052,3;2500,5;4786,6;12277;
486,638;22,769;2112,9;15213;7402,8;6236,9;6898,2;4875,8;3744,4;2367,5;4654,3;11986;
486,967;6,3401;1976,7;14582;7034,3;5917,7;6593,2;4636,2;3504,4;2230,9;4495,2;11323;
487,296;1,7158;2141,9;14904;7463,8;6240,1;6913,1;4909,4;3758,4;2483,3;4806,6;11668;
487,626;29,5;2213,6;15141;7894,2;6492,8;7053,8;5134,8;3983,7;2675,5;5052,9;12185;
487,955;23,377;2456,6;15751;8607,4;6942,5;7604,7;5695,2;4433;2979,3;5563,8;13007;
488,284;-9,0259;2910,9;16904;9543,5;7744,9;8509,7;6474,8;5011,8;3479,8;6277,9;14076;
488,613;16,029;3144,5;17421;9873,9;8279;9083,6;6910,9;5399,9;3858,5;6789,7;14853;
488,942;29,312;3456,3;18054;10482;8910,9;9712,1;7585,2;5974,9;4415,1;7593,2;15927;
489,271;22,723;3707,4;18619;11061;9504,9;10151;8144,1;6465,7;4971,1;8271,7;16729;
489,600;5,0169;4616;20527;12818;11051;11821;9528,3;7900,4;6391;10033;18933;
489,929;7,3128;6249,7;23012;15359;13296;14044;11896;10177;8513,2;12422;21806;
490,258;-6,0617;7787,6;24964;17490;15468;16060;14063;12053;10475;14750;24346;
490,587;35,663;9905,3;28569;20890;18296;19026;17211;14514;13564;17981;28104;
490,916;15,922;12325;31562;23887;20973;21976;20295;17449;16940;21049;31432;
491,245;21,701;15992;35389;27726;24971;25511;24174;20991;20899;25202;36041;
491,574;-29,276;17698;37058;29721;26874;27703;26310;22805;23088;27605;38119;
491,903;18,335;20420;40184;32955;29633;30412;29384;25486;26265;30997;41962;
492,232;13,166;23743;43226;36026;33161;33764;32690;28978;29984;34549;45339;
492,561;68,4;25358;44499;37593;34633;35178;34621;30442;32267;36311;46724;
492,890;-20,815;27128;46351;39490;36375;37342;36693;32426;33802;38305;48913;
493,219;20,661;26390;45786;39052;35936;36951;36002;32056;33164;37668;48298;
493,548;-26,842;25755;45326;38359;35536;36733;35903;31888;32786;37558;48110;
493,877;45,718;25508;46079;38769;36077;37164;36185;32389;32714;37719;48691;
494,206;3,2221;23374;43683;36558;33958;34847;33556;30440;30053;35301;45846;
494,535;46,162;20807;40947;33475;30967;32219;30843;27631;26692;32289;42977;
494,864;29,776;19215;39693;31823;29507;30657;28960;26096;24816;30235;40957;
495,193;73,777;17406;37803;30118;27261;28651;26890;24171;22578;27680;39133;
495,522;-18,43;15540;36236;28101;25804;26702;25021;22509;20743;25859;37139;
495,851;25,096;13872;34333;26090;24144;25076;22901;20677;18711;23419;35040;
496,180;42,331;12237;32112;23849;21809;22761;20597;18354;16453;20988;32281;
496,509;31,444;11536;31007;22890;20884;21658;19196;17194;14871;19925;30875;
496,839;29;11179;30494;22419;20094;21228;18773;16739;14295;19073;30173;
497,168;29,789;10276;28665;20758;18631;19557;17369;15116;12664;17312;27975;
497,497;8,5651;10202;29104;20749;18697;19677;17494;15190;12597;17618;28140;
497,826;65,787;9648,7;28670;20080;18199;18960;16494;14457;11634;16632;27117;
498,155;11,18;9404,1;28134;19412;17658;18270;15450;13551;10882;15658;26128;
498,484;42,09;9487,9;28175;19283;17303;18003;15239;13462;10767;15345;26157;
498,813;1,9466;10839;29123;20039;17920;18784;15986;13994;11223;16047;26624;
499,142;-9,0059;12537;31098;21556;19364;20297;17632;15567;12612;17615;28137;
499,471;8,6091;15746;34767;25131;22510;23435;20797;18445;15778;20530;31782;
499,800;10,201;19628;38557;28939;26078;26944;24366;21974;19233;24186;35689;
500,129;-4,826;22242;41048;31176;28360;29238;26781;24216;21484;26640;38164;
500,458;-6,1596;24368;43279;33724;30393;31426;28955;26090;23520;28753;40479;
500,787;-21,748;24757;43497;34249;30850;31880;29347;26536;23958;29198;40858;
501,116;13,605;22806;41357;31959;28717;29803;27204;24701;22052;26967;38503;
501,445;48,237;20043;38401;29191;26083;27051;24387;22186;19233;24128;35413;
501,774;52,684;16528;35024;25980;23048;23693;20988;18991;15545;20569;32025;
502,103;37,733;12960;31784;22492;19558;20267;17328;15589;11957;16892;28344;
502,432;3,7125;9848;28032;18739;16069;16791;13517;12223;9091,8;13502;24117;
502,761;27,733;7255,7;24748;15605;12954;13611;10157;9100,5;6586,4;10220;20453;
503,090;22,418;6142,2;23268;14108;11682;12340;8860,2;7773,5;5351,2;8874,7;18714;
503,419;27,585;5164,1;21196;12324;10268;10656;7361,2;6540;4273,6;7326,8;16666;
503,748;17,674;4065,2;18988;10524;8423;8962,5;5748,3;5057;3163,8;5858,5;14344;
504,077;48,636;3104,1;17416;9076,1;7130,5;7710,1;4735,1;4169,5;2382,2;4750,3;12870;
504,406;37,865;2794,4;16914;8548,8;6658,5;7083;4307,6;3804,9;2118,8;4520,6;12302;
504,735;87,819;2513,6;15899;7901;6253,4;6473,1;3842,1;3290,6;1943;4013,7;11323;
505,064;37,686;2019,5;13922;6471,9;4986,1;5562,1;3146,6;2622,5;1525,4;3213,3;9870,7;
505,393;51,417;2046,7;13967;6484;5119,8;5521,8;3127,1;2591,6;1568,3;3206,9;9773,6;
505,722;10,636;1794,2;13624;5978,4;4572,9;4814,3;2679,1;2302,2;1399,1;2842,9;8919,9;
506,052;37,763;1635,4;12909;5586,4;4318,3;4602;2544,3;2124,8;1197,9;2595,7;8663,3;
506,381;-17,431;1207,9;11090;4279;3215,7;3416,1;1869,4;1521,6;1040,6;1932,9;7107,9;
506,710;48,894;1420,2;11338;4541,5;3576,4;3768,3;2019,7;1723,1;1153,9;2083,3;7160,6;
507,039;36,659;1159,8;10503;4009,2;2925,1;3368;1786,6;1380,1;986,58;1879,8;6594,7;
507,368;77,333;1191,8;9575,7;3622,1;2642,7;2855,2;1639,5;1314,1;920,45;1748,9;6001,8;
507,697;-26,218;1221,7;10112;3810,5;2877,1;2927;1663,6;1377,2;922,16;1813,3;5991,8;
508,026;125,64;985,01;8643,2;3154,6;2396,3;2536,9;1379,4;1129,1;810,94;1339,7;5161,7;
508,355;6,4261;884,36;8299,2;2730,5;2056,2;2329,7;1248,5;1031,3;757,19;1172,6;4791,3;
508,684;66,367;809,03;7527,8;2472,9;1717,1;1832,4;1098,1;896,64;739,47;1034,7;3855,3;
509,013;-66,088;825,07;7454,7;2297,7;1681,4;1872,3;1064,5;990;766,58;1155,6;4001,2;
509,342;65,304;826;7701,7;2367,9;1641;1840,7;1076;980,15;727,16;1098;4175,2;
509,671;30,723;788,87;7117;2244,5;1562,8;1710,3;1074,3;954,55;762,03;987,05;3874,7;
510,000;35,711;822,96;7677,2;2573,5;1813,7;1938;1085,5;1023,5;750,99;1106,7;4489,1;
510,329;-25,793;1107,6;10109;3970,3;2881,9;2986,7;1863,7;1402,9;964,04;1800,1;6291,9;
510,658;15,93;1839,8;13572;6594,7;4788;4977,1;3331;2372,6;1678,3;3209,1;9916,3;
510,987;26;4506,8;18550;11417;8670,3;9214,5;7211,2;5060;4525,6;7143,2;15234;
511,316;10,943;7168,6;22259;15085;12010;12718;10668;7929;7688,3;10597;19195;
511,645;11,62;8963,8;24514;17485;14262;14831;12878;9699,7;9450,6;12883;21624;
511,974;13,748;9701,8;26548;19143;15972;16367;14845;11356;10650;14137;24036;
512,303;-63,57;9859,1;26539;19220;16191;16648;15198;11587;10771;14412;24082;
512,632;-38,202;8082,6;24726;17255;14216;14666;13140;10013;8926,2;12519;21965;
512,961;-26,564;5147;20521;13407;10871;11338;9545,9;7242,8;5843,9;9029,8;17661;
513,290;47,591;2548,3;15559;9069,8;7040,6;7402,3;5677,5;4313,3;3053,3;5367,4;12695;
513,619;17,836;1442,4;12830;6325,3;4688;5041,2;3488,1;2625,1;1688,7;3142,4;9612,7;
513,948;25,442;1116,1;10991;4678,1;3335,2;3764,4;2308,7;1736,8;1124,4;2097;7538,7;
514,277;27,044;937,18;9473,9;3539,2;2471,2;2809,4;1607,3;1238,9;902,23;1515;5979,4;
514,606;18,943;789,59;7571;2363,2;1715,8;1868,9;1153,3;921,19;789,26;1089,7;4197,2;
514,936;24,174;698,32;6116,7;1603,8;1235;1265,7;935,43;779,09;706,42;898,88;2843,1;
515,265;16,805;678,33;5876,9;1543,7;1157,8;1245,1;883,58;764,79;688,38;830,85;2596,7;
515,594;-26,667;722,7;5976,1;1657,7;1168,5;1374,7;826,42;809,24;694,54;834,73;2744,3;
515,923;-4,5534;758,48;5655,8;1579,9;1094,3;1251,3;811,8;780,11;656,92;844,88;2602,5;
516,252;40,016;771,65;5255,1;1363,5;1011,2;1121,3;818,83;722,18;659,67;797,83;2286,4;
516,581;35,357;757,11;5157,8;1287,4;1044,6;1151,2;798,77;732,75;688,87;782,57;2168,3;
516,910;56,378;757,77;5201;1352,4;1086,3;1111,1;769,17;703;667,11;784;2122;
517,239;26,616;802,58;5354,9;1374,5;1059,2;1130,2;790,34;709,42;666,82;780,76;2125,4;
517,568;1,6596;749,29;5401,1;1310;1000,4;1160,4;833,88;750,72;663,29;764,07;2153,6;
517,897;32,486;739,47;5409,8;1319,2;968,69;1063,1;829,86;796,46;695,24;795,72;2072,3;
518,226;57,586;719,26;5106,3;1296,7;964,46;986,83;795,96;708,44;643,74;748,13;1957,8;
518,555;43,734;730,84;4962,4;1219,1;1014,7;1061,9;797,26;716,92;680,75;769,71;1910;
518,884;60,352;700,37;4575,9;1133,6;956,1;965,64;757,68;695,47;652,27;689,47;1730,3;
519,213;43,655;774,74;3994,2;1041,8;820,99;901,02;692,54;711,53;682,09;672,67;1514,2;
519,542;29,362;736,29;4304,6;1087,8;819,43;835,68;744,18;693,37;657,39;725,78;1560,9;
519,871;14,552;644,87;2967,4;880,83;713,82;780,88;718,32;682,61;611,39;679,8;1167,6;
520,200;39,228;741,96;2876,6;872,41;736,72;752,89;674,67;673,22;618,61;652,77;1148,1;
520,529;-4,4738;707,96;2451,2;861,32;717,08;752,5;700,43;664,09;681,79;686,4;1018,9;
520,858;-19,479;674,88;2287,1;824,41;722,44;671,88;713,06;642,99;653,35;655;984,23;
521,187;-12,564;620,35;2563,3;852,52;695,57;756,75;716,65;678,61;629,87;654,22;1049,8;
521,516;-22,347;602,31;2546,7;859,46;688,72;698,48;699,04;658,5;613,35;650,41;983,79;
521,845;-17,261;645,2;2296,7;726,18;702,03;731,62;679,95;670,55;647,87;658,95;899,58;
522,174;-21,05;556,02;2441,7;752,02;611,74;776,19;647,02;586,59;637,05;634,81;972,96;
522,503;-31,992;600,01;2311,1;792,01;668,79;722,31;630,53;649,8;651,52;743,18;891,23;
522,832;54,362;622,66;2337,9;728,96;749,22;729,84;578,32;602,68;638,93;680,47;980,54;
523,161;26,971;651;2418,8;813,01;673,02;765,92;635,04;632,03;550,13;615;875,2;
523,490;2,5022;652,96;2249,5;817,9;693,58;698,39;668,32;660,42;660,73;616,96;1044,5;
523,819;28,833;634,79;2078,3;739,42;738,08;708,5;636,42;601,58;619,88;690,79;841,96;
524,149;69,363;527,16;1745,8;677,89;671,58;589,04;613,44;636,49;621,75;664,95;762,71;
524,478;35,368;655,54;2043,6;786,64;703,63;712,88;680,69;708,6;629,33;666,66;951,23;
524,807;21,264;610,74;1572;705,74;588,9;699,95;649,42;607,64;613;648,21;756,96;
525,136;15,634;649,4;1810,7;711,59;648,34;752,88;583,88;622,94;640,69;646,87;845,51;
525,465;38,856;697,75;1583,9;671,4;636,85;642,57;644,86;594,62;616,03;633,37;758,91;
525,794;20,569;648,51;1694,8;655,69;686,17;735,81;655,34;623,06;615,98;605,25;789,18;
526,123;11,141;670,2;1565,8;713,12;637,88;685,31;651,76;645,39;642,91;617,82;739,07;
526,452;-2,6179;642,51;1526,4;679,68;672,11;676,67;625,76;611,93;603,26;625,94;691,09;
526,781;61,54;587,72;1441,6;679,28;633,58;573,85;557,6;598,16;618,63;574,04;734,96;
527,110;64,086;596,39;1250,3;627,76;601,58;683,82;597,22;583,56;646,41;620,7;756,22;
527,439;58;643,9;1345,6;653,98;617,04;623,9;619,9;655,18;676,22;634,75;717,37;
527,768;-3,2872;634,34;1262,1;655,5;582,03;637,95;641,43;601,58;625,12;652,43;720,32;
528,097;1,0794;608,28;1128,5;649,68;628,94;669,2;664,36;571,79;582,23;575,55;698,6;
528,426;5,7245;599,01;1229,8;642,71;653,7;672,34;655,76;591,89;573,34;597,62;651,87;
528,755;69,013;583,88;1163,6;639;604,8;609,12;658,27;583,03;555,03;600,77;633,72;
529,084;13,897;601,45;1241,3;715,97;654,1;663,38;690,69;600,93;618,86;636,52;703,76;
529,413;-38,8;594,8;1213,8;675,41;649,01;662,81;677,6;630,6;617,21;639,8;733,2;
529,742;-22,1;654,14;1237,8;658,12;628,9;668,28;639,47;633,21;599,32;647,06;735,58;
530,071;10,894;652,72;1248,7;657,85;591,54;640,37;610,92;631,79;567,68;609,6;729,48;
530,400;5,8848;664,91;1262,6;636,69;602,92;623,03;633,4;645,29;567,79;595,1;716,92;
530,729;36,135;697,49;1341,7;614,71;609,85;614,4;622,69;613,14;590,83;660,8;751,15;
531,058;39,829;1089,9;3723,5;1123,9;957,1;929,86;701,61;652,4;624,21;713,38;1848,9;
531,387;23,584;3956,5;8737,6;2846,3;1986,5;2336,4;1093;882,28;660,15;759,44;4484,2;
531,716;14,426;7564,5;12488;4913,3;3189,5;4404,7;1747,9;1174,9;769,81;843,04;7224,6;
532,045;-10,421;8158,4;13061;5544;3721,9;4874,3;2022,2;1231,5;838,57;870,87;7942,2;
532,374;10,311;7928,5;12555;5699,1;3902,8;4302,9;2017,3;1167,4;807,03;873,69;7616,6;
532,703;49,915;8029,9;12728;6501,6;4423,7;4575,3;2367,2;1232,5;851,57;921,27;8244;
533,032;86,383;5518,8;10641;4974,8;3455,4;3392,4;1936,7;1027,7;736,62;845,55;6592,3;
533,362;29,556;1874,2;5093,9;1723,5;1125,7;1214,6;895,85;691,26;620,49;718,49;2501,3;
533,691;45,397;686,98;1458,3;737,38;578,01;648,16;671,44;613,31;615,28;617,78;741,11;
534,020;9,4618;667,29;1261;688,6;574,8;685,28;626,54;617,64;644,05;586,79;688,51;
534,349;14,209;619,68;1121,8;644,59;600,5;587,47;637,22;611,2;623,6;644,9;680,67;
534,678;53,422;654,62;1123;655,77;657,2;595,11;620,15;617,38;570,68;649,78;686,37;
535,007;27,739;657,5;1004,5;603,05;678,99;664,27;612,03;615,51;607,47;612,03;719,51;
535,336;25,803;650,93;972,13;680,31;651,37;685,36;642,72;623,69;571,83;640,43;712,97;
535,665;67,383;638,54;918,16;690,8;590,89;635,52;630,11;630,62;593,88;604,44;660,33;
535,994;49,81;614,02;903,81;707,89;607,68;634,76;667,65;641,36;618,28;638,67;641,47;
536,323;49,339;600,05;880,76;591,79;647,3;603,55;606,88;613,68;625,29;635,71;665,23;
536,652;55,326;618,58;991,11;666,99;634,67;655,01;703,71;608,65;616,18;639,45;711,2;
536,981;72,502;641,07;921,76;631,27;609,22;604,85;640,48;563,59;636,38;597,54;603,61;
537,310;30,608;653,47;875,62;664,79;607,05;641,52;616,43;584,27;615,27;665,66;613,75;
537,639;97,614;642,87;903,77;694,82;630,04;573,62;661,52;616,88;639,33;542,78;706,6;
537,968;62,655;656,49;963,42;602,65;607,66;667,31;591;674,17;610,35;648,86;594,62;
538,297;53,386;581,75;839,69;628,14;579,39;609,4;670,48;633,79;588;593,79;655,48;
538,626;-34,699;578,3;947,51;687,47;644,02;711,83;640,51;593,57;587,88;609,12;625,57;
538,955;8,5557;621,78;864,15;635,4;611,05;639,37;623,77;679;584,31;613,21;611,28;
539,284;-38,484;598,26;879,83;571,7;615,95;678,57;599,27;573,16;616,65;635,75;640,68;
539,613;47,278;635,81;769,49;602,02;627,63;581,09;627,11;583,63;608,28;594,32;609,98;
539,942;11,074;626,56;860,94;621,04;624,2;635,91;647,94;682,74;752,31;604,39;655,52;
540,271;78,743;597,17;819,5;598,75;585,87;566,47;629,47;700,09;609,36;618,02;696,13;
540,600;-4,2637;626,85;782,33;620,66;568,44;594,67;665,31;625,48;647,14;637,2;628,03;
540,929;8,366;643,35;697,1;625,67;705,88;602,45;613,8;618,89;652,89;622,09;578,27;
541,258;-9,8905;658,06;854,99;588,57;588,08;598,65;681,86;607,68;573,79;572,13;655,69;
541,587;82,303;640,43;823,84;610,23;579,06;617,57;649,6;606,85;599,44;633,07;672,25;
541,916;-26,502;630,35;828,13;637,44;600,95;680,84;616,23;666,84;683,3;627,55;697,93;
542,245;12,94;599,78;770,93;705,32;630,16;652,41;628,05;631,11;670,59;674,33;649,42;
542,575;35,92;595,38;777,59;674,06;644,71;677,06;609,82;637,42;618,06;573,53;667,89;
542,904;73,54;596;762,91;637,28;640,82;603,33;597,82;620,37;549,6;549,41;591,01;
543,233;28,275;618,59;836,07;668,41;657,83;621,17;606,54;639,6;605,29;620,28;605,16;
543,562;17,337;590,05;836,32;600,3;641,26;669,48;651,82;639,93;590,12;580,64;631,21;
543,891;-9,9866;610,56;754,89;590,99;573,74;636,31;649,86;580,6;611,7;587,27;623,15;
544,220;20,373;579,54;811,44;605,95;605,57;588,13;626,33;621,91;614,19;563,57;622,17;
544,549;11,319;530,97;809,17;608,32;626,62;628,34;590,64;614,22;604,27;568,25;658,43;
544,878;56,361;565,52;759,84;547,02;632,87;595,64;618,31;617,98;581,67;621,28;686,8;
545,207;73,635;641,28;868,11;557,01;638,91;678,92;613,27;618,82;631,46;657,37;659,27;
545,536;107,35;636,67;922,34;639,63;685,67;721,17;624,54;628,43;643,17;633,53;686,29;
545,865;60,647;610,62;900,04;708,29;677,52;702,81;646,38;644,58;664,28;634,33;743,1;
546,194;71,61;605,84;920,94;654,76;677,31;708,68;690,51;672,73;644,59;632,37;751,58;
546,523;94,297;664,31;916,82;613,99;655,27;700,45;625,44;655,87;647,69;647,3;692,52;
546,852;82,863;662,37;911,05;658,5;675,33;694,94;631,51;561,46;663,11;649,09;691,98;
547,181;58,854;644,98;880,26;685,96;698,15;690,62;679,67;587,92;636,84;676,78;710,88;
547,510;22,454;603,22;862,09;633,78;631,79;639,82;665,52;641,4;594,88;673,31;652,81;
547,839;27,458;597,97;867,06;617,78;599,49;638,58;665,65;637,81;601,81;609,23;639,43;
548,168;60,241;612,67;809,16;654,07;614,07;642,09;619,24;631,62;605,52;572,61;617,24;
548,497;60,754;594,49;806,95;649,44;608,55;646,29;609,27;597,33;600,93;582,26;622,09;
548,826;30,758;617;833,61;629,66;600,02;672,37;633,57;576,96;627,09;606,48;698,48;
549,155;13,265;620,6;791,15;635,87;653,81;626,66;611,77;581,28;616,36;605,58;668,68;
549,484;17,528;648,1;845,62;649,77;671,23;646,36;612,8;624,11;622,62;604,31;652,09;
549,813;47,169;623,08;892,22;618,86;577,82;664,57;616,37;633,06;628,35;602,37;628,49;
550,142;42,332;610,46;831,87;636,45;594,5;644,73;663,61;646,31;645,03;619,47;609,01;
550,471;11,029;571,9;889,88;637,35;601,27;607,41;663,39;669,61;637,58;605,18;711,6;
550,800;30,294;613,25;939,69;620,61;611,73;604,91;628,86;666,4;659,73;653,92;712,09;
551,129;76,647;622,76;912,23;610;592,77;669,59;625,59;617,71;620,88;625,94;658;
551,459;17,77;635,7;881,03;623,81;615,11;671,16;666,9;628,89;595,81;624,47;669,17;
551,788;-2,4164;619,81;994,18;619,33;591,61;645,65;624,78;607,27;630,55;631,52;676,75;
552,117;-2,6755;605,43;1085;676,62;644,06;650,81;655,52;632,95;640,2;679,16;687,15;
552,446;55,122;620,51;1123,3;662,22;596,73;637,39;663;631,86;575,2;579,51;655,47;
552,775;52,402;603,21;1094,6;689,78;612,21;695,3;683,34;647,88;618,82;652,99;735,75;
553,104;37,222;619,84;1158,9;684,5;630,3;623,95;632,81;555,12;640,02;649,02;719,8;
553,433;-18,673;635,84;1318;735,33;659,06;678,55;626,94;620,56;653,08;680,41;824,78;
553,762;68,091;558,62;1202;644,94;600,12;626,76;676,59;685,77;598,27;656,13;799,68;
554,091;-3,0146;672,26;1382,1;675,27;646,31;683,32;586,21;605,04;686,64;645,04;836,21;
554,420;-9,8916;623,99;1331,9;677,71;672,1;603,26;630,73;625,57;635,46;612,78;818,08;
